state,year,spircons,unrate,perinc,emppop,beertax,sobapt,mormon,mlda,dry,yngdrv,vmiles,breath,jaild,comserd,allmort,mrall,allnite,mralln,allsvn,a1517,mra1517,a1517n,mra1517n,a1820,a1820n,mra1820,mra1820n,a2124,mra2124,a2124n,mra2124n,aidall,mraidall,pop,pop1517,pop1820,pop2124,miles,unus,epopus,gspch
"NE",1986,1.29,5,13971.1,65.47922,.4643963,.7862,.48457,21,.03711,.188938,7867.966,1,0,0,290,.0001815,68,.0000426,40,23,.0003239,4,.0000563,40,15,.0005,.0001875,46,.0004555,24,.0002376,78.75,.0000493,1597999,70999.93,80000,100999,12573,7,60.7,.0077134
"NE",1987,1.26,4.9,14300,65.31303,.466875,.8225,.5003,21,.0372,.180938,8212.686,1,0,0,297,.0001863,54,.0000339,36,35,.000493,2,.0000282,35,12,.0004545,.0001558,37,.0003814,16,.0001649,67.892,.0000426,1593998,70999.96,76999.23,97000.84,13091,6.2,61.5,-.0277117
"NE",1988,1.24,3.6,14219.44,66.35828,.4980751,.8604,.51656,21,.0372,.162372,8368.896,1,0,0,261,.0001629,55,.0000343,35,22,.0003188,4,.000058,33,11,.0004648,.0001549,23,.0002323,10,.000101,90.514,.0000565,1602003,68999.91,70999.8,99001.38,13407,5.5,62.3,.0314361
"NV",1982,4.9,10.1,14914.08,65.95744,.1610979,2.0229,6.39702,21,0,.192366,7304.109,0,0,0,280,.0003189,53,.0000604,34,9,.0002143,1,.0000238,39,16,.0009286,.000381,50,.0007813,12,.0001875,96.342,.0001097,877998.9,41999.95,42000,64000,6413,9.7,57.8,-.0297069
"NV",1983,4.75,9.8,14863.53,65.27571,.1999713,2.0345,6.15944,21,0,.191312,7661.085,1,1,1,253,.0002821,41,.0000457,25,12,.0002927,1,.0000244,32,8,.0007619,.0001905,27,.0004219,8,.000125,57.919,.0000646,897000.9,40999.99,42000,64000.76,6872,9.6,57.9,.0372155
"NV",1984,4.65,7.8,15214.29,66.76301,.2225275,2.0461,5.9307,21,0,.192364,7995.649,1,1,1,249,.0002715,27,.0000294,19,13,.0003333,3,.0000769,24,5,.0005714,.000119,32,.0004923,7,.0001077,59.231,.0000646,916998.7,39000.04,42000,64999.7,7332,7.5,59.5,.0521997
"NV",1985,4.4,8,15564.62,66.01942,.2145127,2.0578,5.71044,21,0,.165754,8083.322,1,1,1,259,.0002767,44,.000047,24,11,.0002821,3,.0000769,20,8,.0004762,.0001905,38,.0005846,8,.0001231,67.328,.0000719,936001.3,39000.04,42000,64999.49,7566,7.2,60.1,.056431
"NV",1986,4.12,6,15976.26,67.84261,.2089783,2.0696,5.49837,21,0,.160077,8253.348,1,1,1,233,.000241,45,.0000465,28,12,.0002927,2,.0000488,30,9,.0007143,.0002143,32,.0005161,13,.0002097,69.908,.0000723,967001.6,40999.99,42000,61999.88,7981,7,60.7,.05619
"NV",1987,4.01,6.3,16412,68.2353,.2025,2.0814,5.29417,21,0,.155419,8337.645,1,1,1,262,.0002602,45,.0000447,26,13,.0003095,3,.0000714,22,5,.0005116,.0001163,30,.0004839,10,.0001613,68.771,.0000683,1006999,41999.97,42999.83,62000.12,8396,6.2,61.5,.0713571
"NV",1988,3.89,5.2,16853.71,69.25,.1948989,2.0933,5.09756,21,0,.136147,8528.455,1,1,1,286,.0002713,46,.0000436,32,8,.0001951,1,.0000244,24,7,.0005854,.0001707,42,.0006364,9,.0001364,75.351,.0000715,1054001,40999.99,40999.71,66000.38,8989,5.5,62.3,.10492
"NH",1982,4.57,7.4,13834.13,63.09859,.4832936,.1,.3,20,.10833,.194978,7353.357,0,0,0,173,.0001825,34,.0000359,28,16,.0003404,5,.0001064,26,6,.0004777,.0001102,30,.0004225,14,.0001972,79.725,.0000841,948002.3,46999.94,54426.32,70999.2,6971,9.7,57.8,.0239287
"NH",1983,4.6,5.4,14662.84,65.60332,.5676606,.1,.3,20,.10428,.190771,7488.016,1,0,0,191,.0001992,35,.0000365,29,21,.0004468,6,.0001277,35,7,.0006414,.0001283,26,.0003662,9,.0001268,63.049,.0000657,958999.1,46999.95,54569.18,70999.45,7181,9.6,57.9,.0877803
"NH",1984,4.58,4.3,15451.65,67.61517,.7417582,.1,.3,20,.17249,.182961,7458.077,1,0,0,192,.0001963,23,.0000235,12,11,.0002391,1,.0000217,24,3,.0004387,.0000548,36,.000507,6,.0000845,70.519,.0000721,978000.1,46000.09,54712.41,71000.31,7294,7.5,59.5,.0829
"NH",1985,4.36,3.9,16280.72,68.2959,.7150424,.1,.3,20,.16032,.177788,7553.116,1,0,0,191,.0001914,24,.000024,18,12,.0002609,4,.000087,21,3,.0003828,.0000547,36,.000507,4,.0000563,72.6,.0000727,997998.8,45999.92,54856.02,71000.31,7538,7.2,60.1,.0769
"NH",1986,4.05,2.8,17132.1,69.96149,.6965944,.1,.3,20.5,.15579,.172651,8133.395,1,0,0,172,.0001675,27,.0000263,18,16,.0003265,3,.0000612,26,9,.0004727,.0001636,17,.0002576,3,.0000455,48.037,.0000468,1027001,48999.94,55000,65998.91,8353,7,60.7,.0877444
"NH",1987,3.9,2.5,17906,71.26865,.675,.1,.3,21,.15137,.167907,8672.647,1,0,0,179,.0001693,25,.0000237,18,23,.0004694,2,.0000408,16,5,.0002909,.0000909,28,.0004242,7,.0001061,53.2,.0000503,1057001,48999.97,54999.83,66000.38,9167,6.2,61.5,.1423609
"NH",1988,3.79,2.4,18704.52,70.83839,.6496632,.1,.3,21,.15137,.15675,8762.188,1,0,0,166,.000153,22,.0000203,11,13,.0002708,0,0,28,4,.000549,.0000784,28,.0003889,7,.0000972,43.716,.0000403,1085003,48000.06,50999.96,71999.79,9507,5.5,62.3,.0498003
"NJ",1982,2.24,9,16665.87,57.85789,.0894988,.1,.1,19,2.81746,.175159,6971.983,0,0,0,1061,.0001428,263,.0000354,157,73,.0001802,16,.0000395,143,55,.000384,.0001477,147,.0003006,71,.0001452,270.675,.0000364,7430024,404999.8,372372.8,489005.7,51802,9.7,57.8,.0095634
"NJ",1983,2.24,7.8,17275.23,58.57415,.0860092,.1,.1,21,2.79995,.168256,6992.092,0,0,0,932,.0001248,210,.0000281,127,59,.0001501,16,.0000407,109,44,.0002942,.0001188,138,.0002799,59,.0001197,232,.0000311,7468009,393000.6,370515.8,492998,52217,9.6,57.9,.0659496
"NJ",1984,2.18,6.2,18065.93,61.51868,.0824176,.1,.1,21,2.78485,.160739,6959.141,0,0,0,922,.0001227,152,.0000202,88,64,.0001675,12,.0000314,98,26,.0002658,.0000705,121,.000242,33,.000066,211.628,.0000282,7517020,382000.6,368668,500000,52312,7.5,59.5,.0668847
"NJ",1985,2.15,5.7,18662.08,61.69705,.0794492,.1,.1,21,2.76828,.149365,7023.037,0,0,0,964,.0001275,171,.0000226,109,54,.0001444,9,.0000241,103,34,.0002808,.0000927,119,.0002371,37,.0000737,203.463,.0000269,7561971,374000.1,366829.4,502003.8,53108,7.2,60.1,.040984
"NJ",1986,2.06,5,19421.05,62.40753,.0773994,.1,.1,21,2.81967,.142315,7224.902,0,0,0,1039,.0001363,182,.0000239,107,76,.0002099,9,.0000249,95,28,.0002603,.0000767,128,.0002741,39,.0000835,205.063,.0000269,7625017,361999.6,365000,466999.9,55090,7,60.7,.059522
"NJ",1987,2.01,4,20313,63.4122,.075,.1,.1,21,2.8024,.129432,7438.867,0,0,0,1023,.0001333,171,.0000223,117,65,.0001857,14,.00004,98,22,.0002761,.000062,123,.0002703,32,.0000703,204.244,.0000266,7672002,350000.5,354995.3,454999.4,57071,6.2,61.5,.0939028
"NJ",1988,1.84,3.8,21168.43,63.39523,.0721848,.1,.1,21,2.8024,.116541,7598.872,0,0,0,1051,.0001361,200,.0000259,135,67,.000203,11,.0000333,112,29,.0003265,.0000845,137,.0002872,55,.0001153,206.967,.0000268,7721015,330000.5,343000.7,477002.9,58671,5.5,62.3,.0633851
"NM",1982,1.58,9.2,11347.25,55.88843,.2416468,9.8128,2.22286,21,1.1922,.208908,8662.289,0,0,0,577,.0004218,117,.0000855,60,37,.0004868,11,.0001447,66,20,.0008556,.0002593,91,.0008922,19,.0001863,163.95,.0001198,1367999,76000.02,77136.49,102000,11850,9.7,57.8,-.0281868
"NM",1983,1.66,10.1,11288.99,55.14113,.3483372,9.6723,2.23438,21,1.3813,.208833,8329.537,0,0,0,531,.0003787,83,.0000592,44,28,.0003784,4,.0000541,59,10,.0007677,.0001301,66,.0006346,16,.0001538,137.31,.0000979,1401999,74000.08,76850.78,104000.1,11678,9.6,57.9,.003581
"NM",1984,1.38,7.5,11539.56,57.46785,.4450549,9.5338,2.24596,21,1.2093,.208642,8718.084,0,0,0,497,.0003485,96,.0000673,45,18,.00025,4,.0000556,45,12,.0005877,.0001567,85,.0008095,19,.000181,121.74,.0000854,1426001,72000,76566.14,105000,12432,7.5,59.5,.0386681
"NM",1985,1.41,8.8,11861.23,57.10117,.4290254,9.3973,2.2576,21,1.0869,.201913,9151.046,0,0,0,535,.000369,115,.0000793,58,40,.0005634,14,.0001972,63,19,.0008259,.0002491,79,.0007596,25,.0002404,132.29,.0000912,1449998,71000.03,76282.55,104000.1,13269,7.2,60.1,.0159569
"NM",1986,1.31,9.2,11825.59,58.33333,.4179567,9.2627,2.2693,21,1.0818,.222498,9596.345,0,0,0,499,.0003374,88,.0000595,48,32,.0004444,10,.0001389,59,17,.0007763,.0002237,69,.0007188,23,.0002396,123,.0000832,1479001,72000.07,76000,96000,14193,7,60.7,-.0373823
"NM",1987,1.24,8.9,11898,57.96831,.405,9.13,2.28106,21,1.0667,.220807,10077.34,0,0,0,568,.0003787,97,.0000647,55,33,.0004583,5,.0000694,53,10,.0007162,.0001351,78,.0008298,20,.0002128,160.35,.0001069,1499999,72000.05,73999.61,94000.02,15116,6.2,61.5,-.0541545
"NM",1988,1.25,7.8,12019.25,58.57934,.3897979,8.9993,2.29288,21,1.0667,.220724,10141.35,0,0,0,487,.0003232,92,.000061,51,31,.0004429,18,.0002571,45,14,.0006429,.0002,57,.0006064,12,.0001277,161.47,.0001071,1506998,70000.02,69999.69,93999.99,15283,5.5,62.3,.013597
"NY",1982,2.16,8.6,15158.71,54.31521,.1193317,.1,.1,19,.2084,.167705,4576.346,1,0,0,2162,.0001229,477,.0000271,272,129,.0001413,29,.0000318,288,131,.0003122,.000142,298,.0002445,108,.0000886,546.86,.0000311,1.76e+07,913002.9,922604.6,1218998,80484,9.7,57.8,.0020746
"NY",1983,2.06,8.6,15573.39,54.35151,.1328555,.1,.1,19,.201,.163121,4737.511,1,0,0,2077,.0001174,436,.0000247,260,121,.0001366,23,.000026,269,96,.0002955,.0001054,248,.0002024,87,.000071,495.69,.000028,1.77e+07,885999.1,910465.9,1225000,83783,9.6,57.9,.0627833
"NY",1984,2.05,7.2,16335.17,55.05173,.136,.1,.1,19,.1774,.161692,4917.594,1,0,0,2060,.0001161,360,.0000203,214,108,.0001259,18,.000021,241,80,.0002682,.000089,246,.000201,75,.0000613,443.91,.000025,1.77e+07,858000.9,898487,1224002,87268,7.5,59.5,.0563927
"NY",1985,1.94,6.5,16708.69,56.74925,.1311017,.1,.1,19.16,.1838,.155274,5090.125,1,0,0,2006,.0001128,376,.0000211,211,126,.0001504,29,.0000346,202,75,.0002278,.0000846,263,.0002166,91,.000075,424.42,.0000239,1.78e+07,838000,886665.8,1214001,90518,7.2,60.1,.0392643
"NY",1986,1.82,6.3,17326.11,57.38864,.1277193,.1,.1,21,.1798,.155271,5296.995,1,0,0,2122,.0001192,381,.0000214,236,146,.0001763,24,.000029,232,73,.0002651,.0000834,257,.0002319,85,.0000767,430.18,.0000242,1.78e+07,827997.6,875000,1108002,94260,7,60.7,.0514966
"NY",1987,1.78,4.9,18005,58.67354,.12376,.1,.1,21,.1795,.151975,5498.026,1,0,0,2333,.0001309,397,.0000223,236,157,.0001972,34,.0000427,235,61,.0002768,.0000718,304,.0002831,97,.0000903,479.83,.0000269,1.78e+07,796000.7,848988.4,1074000,98002,6.2,61.5,.0284298
"NY",1988,1.71,4.2,18580.37,59.17125,.1191145,.1,.1,21,.1795,.148806,5789.922,1,0,0,2255,.0001259,391,.0000218,235,126,.0001684,17,.0000227,227,82,.0002827,.0001021,281,.0002467,95,.0000834,418.58,.0000234,1.79e+07,748000.9,802999.8,1138998,103692,5.5,62.3,.0497645
"NC",1982,1.64,9,11078.76,60.30207,1.431981,22.3779,.42641,21,27.6293,.210607,7164.226,1,0,0,1303,.0002166,243,.0000404,161,99,.00033,19,.0000633,169,52,.0004751,.0001462,175,.0003716,51,.0001083,683.82,.0001137,6016003,300000,355732.3,470999.8,43100,9.7,57.8,-.0129525
"NC",1983,1.56,8.9,11455.28,59.55457,1.376147,22.1698,.44026,21,26.7461,.20726,7411.233,1,0,0,1234,.0002031,212,.0000349,136,109,.000372,19,.0000648,143,44,.0004051,.0001246,177,.0003766,55,.000117,341.62,.0000562,6076992,292999.7,353018.3,469999.7,45038,9.6,57.9,.0797451
"NC",1984,1.53,6.7,12089.01,61.85477,1.318681,21.9637,.45456,21,26.1109,.199802,7814.157,1,0,0,1450,.0002352,227,.0000368,137,96,.0003333,11,.0000382,150,34,.0004282,.0000971,213,.0004561,68,.0001456,373.14,.0000605,6165989,288000.3,350325.1,466999.8,48182,7.5,59.5,.0825915
"NC",1985,1.5,5.4,12353.81,63.17481,1.271186,21.7594,.46932,21,25.5795,.194195,7981.28,1,0,0,1482,.0002369,229,.0000366,150,103,.0003576,12,.0000417,172,47,.0004947,.0001352,234,.0005087,63,.000137,345.33,.0000552,6255012,287999.9,347652.3,459999.7,49923,7.2,60.1,.0306999
"NC",1986,1.45,5.3,12839.01,63.58064,1.23839,21.5571,.48457,21,26.0272,.189738,8254.921,1,0,0,1647,.0002601,251,.0000396,171,117,.0003786,20,.0000647,174,44,.0005043,.0001275,228,.000534,66,.0001546,409.68,.0000647,6331012,308999.8,345000,426999.8,52262,7,60.7,.0483391
"NC",1987,1.4,4.5,13325,65.08531,1.2,21.3566,.5003,21,25.6944,.185425,8513.946,1,0,0,1584,.000247,239,.0000373,158,126,.0004078,15,.0000485,154,45,.0004516,.000132,228,.0005416,64,.000152,353.44,.0000551,6413007,309000,341002.2,420999.8,54600,6.2,61.5,.0777139
"NC",1988,1.34,3.6,13767.08,65.60706,1.154957,21.158,.51656,21,25.6944,.175695,8929.41,1,0,0,1573,.0002424,206,.0000317,141,102,.00034,14,.0000467,161,36,.0005079,.0001136,186,.0004346,43,.0001005,373.83,.0000576,6489007,300000,316997.8,428000.4,57943,5.5,62.3,.0413293
"ND",1982,2.12,5.9,12553.7,62.00417,.4295943,.5601,.18277,21,0,.228972,7815.473,1,0,0,148,.0002202,34,.0000506,20,14,.0004242,5,.0001515,27,6,.0006951,.0001545,23,.0004182,7,.0001273,78.75,.0001172,672000.3,33000.04,38843.15,54999.98,5252,9.7,57.8,-.04746
"ND",1983,1.98,5.6,12389.91,61.80698,.4128441,.5928,.17472,21,0,.221059,7875.196,1,0,0,116,.0001703,30,.0000441,23,11,.0003548,1,.0000323,9,4,.0002378,.0001057,24,.0004444,9,.0001667,72,.0001057,680998.9,30999.97,37844.51,54000.05,5363,9.6,57.9,-.0663469
"ND",1984,1.85,5.1,12690.11,63.39468,.3956044,.6274,.16702,21,0,.209677,7826.761,1,0,0,100,.0001456,15,.0000218,9,5,.0001667,1,.0000333,12,2,.0003255,.0000542,17,.0003208,5,.0000943,58,.0000844,687001.9,29999.94,36871.54,52999.95,5377,7.5,59.5,.0356677
"ND",1985,1.85,5.9,12661.02,64.47639,.3813559,.6641,.15966,21,0,.201548,7864.242,1,0,0,90,.0001314,29,.0000423,23,6,.0002069,2,.000069,12,6,.000334,.000167,15,.0003,11,.00022,36.14,.0000528,684999.3,28999.94,35923.59,50000,5387,7.2,60.1,-.0434199
"ND",1986,1.59,6.3,12817.34,64.27104,.371517,.7029,.15263,21,0,.194245,8150.198,1,0,0,100,.0001473,13,.0000191,8,7,.0002333,2,.0000667,9,2,.0002571,.0000571,12,.0002667,1,.0000222,31.09,.0000458,679001.9,30000.04,35000,44999.95,5534,7,60.7,-.0250731
"ND",1987,1.65,5.2,12971,65.08264,.36,.7439,.1459,21,0,.185437,8453.891,1,0,0,101,.0001503,29,.0000432,20,6,.0002069,2,.000069,10,4,.000303,.0001212,13,.0003023,7,.0001628,40.38,.0000601,671998.3,28999.94,33000.03,42999.94,5681,6.2,61.5,-.0797524
"ND",1988,1.65,4.8,12351.3,65.56017,.346487,.7874,.13948,21,0,.171434,8643.176,1,0,0,104,.0001559,18,.000027,16,6,.0002143,0,0,12,4,.0004,.0001333,19,.0004524,6,.0001429,37.13,.0000557,667000.2,27999.96,30000,42000,5765,5.5,62.3,-.0517941
"OH",1982,1.27,12.5,13039.38,55.61218,.4295943,1.5087,.2,21,11.602,.225714,6659.627,0,0,0,1607,.0001492,421,.0000391,271,130,.0002355,19,.0000344,221,88,.0003794,.0001511,223,.0002844,101,.0001288,643.13,.0000597,1.08e+07,552000.6,582422,783999.4,71751,9.7,57.8,-.0544071
"OH",1983,1.24,12.2,13236.24,55.74505,.4128441,1.5662,.2,21,11.6409,.199801,6818.204,0,1,0,1582,.0001473,383,.0000357,264,129,.0002434,26,.0000491,201,74,.0003535,.0001301,231,.0003016,95,.000124,744.28,.0000693,1.07e+07,530000.5,568580.9,765998.9,73214,9.6,57.9,.0217185
"OH",1984,1.16,9.4,13784.62,57.32587,.3956044,1.6258,.2,21,9.311,.194478,6973.471,0,1,0,1646,.0001533,408,.000038,258,131,.0002544,23,.0000447,217,88,.0003909,.0001585,226,.0003009,91,.0001212,877.44,.0000817,1.07e+07,514999.9,555068.7,751000.2,74895,7.5,59.5,.0647631
"OH",1985,1.18,8.9,13992.58,57.96384,.3813559,1.6878,.2,21,9.3075,.180359,7031.749,0,1,0,1646,.0001532,357,.0000332,222,113,.0002229,18,.0000355,207,75,.000382,.0001384,218,.0002978,85,.0001161,897.92,.0000836,1.07e+07,506999.3,541877.6,732000.5,75549,7.2,60.1,.0193256
"OH",1986,1.17,8.1,14279.67,59.31869,.371517,1.7521,.2,21,9.3041,.174852,7196.974,0,1,0,1673,.0001557,407,.0000379,267,129,.0002452,25,.0000475,205,82,.0003875,.000155,285,.0004118,104,.0001503,843.84,.0000785,1.07e+07,526000.3,529000,691999.5,77353,7,60.7,.0233446
"OH",1987,1.14,7,14598,59.85544,.36,1.8188,.2,21,9.273,.171218,7340.248,0,0,0,1772,.0001643,383,.0000355,249,155,.0002992,18,.0000347,204,85,.0003938,.0001641,229,.0003383,76,.0001123,684.69,.0000635,1.08e+07,517999.7,518003.2,677000.1,79157,6.2,61.5,.0255821
"OH",1988,1.06,6,14952.84,60.74074,.346487,1.8881,.2,21,9.273,.159994,7553.218,0,0,0,1763,.0001624,379,.0000349,230,130,.000261,16,.0000321,215,61,.0004352,.0001235,204,.000304,91,.0001356,567.84,.0000523,1.09e+07,498000.3,494003,670999.7,81990,5.5,62.3,.0404018
"OK",1982,1.56,5.7,13552.51,59.61702,.8663484,26.4223,.56011,21,0,.207455,9288.461,0,0,0,1054,.0003262,234,.0000724,119,72,.0004675,15,.0000974,130,42,.0007604,.0002457,164,.0006777,52,.0002149,321.11,.0000994,3230998,154000.2,170964.8,242000,30011,9.7,57.8,.0138726
"OK",1983,1.46,9,12784.4,58.44371,.8325688,26.4334,.59282,21,0,.202159,8929.328,0,0,0,848,.0002561,152,.0000459,90,43,.0002848,11,.0000728,88,26,.0005178,.000153,103,.0004204,23,.0000939,236.37,.0000714,3311000,151000.1,169964.8,245000.1,29565,9.6,57.9,-.0608553
"OK",1984,1.41,7,12881.32,59.63681,.9473901,26.4446,.62744,21,0,.197189,9359.799,0,0,0,797,.0002408,150,.0000453,83,47,.0003219,15,.0001027,79,21,.0004675,.0001243,89,.0003724,24,.0001004,217.62,.0000657,3310007,145999.9,168970.8,239000,30981,7.5,59.5,.0082761
"OK",1985,1.29,7.1,12904.66,60.39069,.9613348,26.4557,.66408,21,0,.187404,9445.915,0,0,0,744,.0002254,124,.0000376,77,47,.0003287,8,.0000559,82,24,.0004881,.0001429,84,.0003652,27,.0001174,204.18,.0000619,3301004,143000.1,167982.5,230000.2,31181,7.2,60.1,-.0212907
"OK",1986,1.17,8.2,12656.35,60.89293,.9365326,26.4669,.70286,21,0,.180598,9496.078,0,0,0,699,.0002114,127,.0000384,71,58,.0003816,19,.000125,59,19,.0003533,.0001138,97,.0004597,22,.0001043,177.35,.0000536,3305996,152000,167000,210999.8,31394,7,60.7,-.0454976
"OK",1987,1.09,7.4,12607,60.3082,.9075,26.478,.74391,21,0,.171738,9659.524,0,0,0,597,.0001825,97,.0000296,59,40,.0002685,15,.0001007,55,18,.0003437,.0001125,65,.0003202,19,.0000936,147.88,.0000452,3272004,149000.2,160000,203000,31606,6.2,61.5,-.0785221
"OK",1988,1.06,6.7,12822.91,59.59765,.873436,26.4892,.78735,21,0,.16158,9990.114,0,0,0,634,.0001956,102,.0000315,71,49,.0003403,8,.0000556,73,23,.0004932,.0001554,76,.0003838,17,.0000859,166.34,.0000513,3242005,143999.9,148001,198000.2,32388,5.5,62.3,.013908
"OR",1982,1.68,11.5,12626.49,58.4623,.2251909,1.0237,2.8,21,.1929,.187434,7262.638,0,0,0,518,.0001941,90,.0000337,59,30,.0002439,8,.000065,66,14,.000512,.0001086,64,.0003497,24,.0001311,163.38,.0000612,2669003,123000.2,128897,182999.9,19384,9.7,57.8,-.0712934
"OR",1983,1.64,10.8,12925.46,59.56175,.2164106,1.0357,2.8,21,.1936,.177793,7728.198,0,0,0,550,.0002068,92,.0000346,55,33,.0002797,8,.0000678,64,11,.0005055,.0000869,79,.0004438,21,.000118,165.05,.000062,2659999,118000,126612.7,178000.1,20557,9.6,57.9,.0343776
"OR",1984,1.58,9.4,13246.15,59.76273,.2073736,1.0479,2.8,21,.1925,.174122,7826.238,0,1,1,572,.0002138,78,.0000291,61,47,.0004052,8,.000069,62,10,.0004985,.0000804,83,.000477,16,.000092,153.78,.0000575,2675998,116000.1,124369,174000.2,20943,7.5,59.5,.0541632
"OR",1985,1.5,8.8,13376.06,59.29946,.1999047,1.0603,2.8,21,.2006,.165584,7985.869,0,1,1,559,.000208,74,.0000275,50,39,.0003362,10,.0000862,53,11,.0004338,.00009,79,.0004675,17,.0001006,150.37,.000056,2686996,116000,122165,168999.9,21458,7.2,60.1,.0173024
"OR",1986,1.43,8.5,13649.12,60.55447,.1947472,1.0728,2.8,21,.2039,.165853,8288.321,0,1,1,619,.0002291,69,.0000255,40,48,.0003934,4,.0000328,60,11,.0005,.0000917,69,.0004157,15,.0000904,176.43,.0000653,2701995,121999.9,120000,165999.9,22395,7,60.7,.0331698
"OR",1987,1.4,6.2,14019,62.47601,.18871,1.0854,2.8,21,.2023,.159338,8565.328,0,1,1,620,.0002276,57,.0000209,44,53,.0004492,6,.0000508,73,12,.0006186,.0001017,74,.0004568,17,.0001049,144.54,.0000531,2724006,117999.9,118000.8,162000,23332,6.2,61.5,.0226403
"OR",1988,1.38,5.8,14326.28,63.25954,.1816266,1.0982,2.8,21,.2023,.151539,9108.771,0,1,1,677,.0002447,95,.0000343,57,57,.0005044,10,.0000885,83,17,.0007094,.0001453,68,.0004277,17,.0001069,153.9,.0000556,2767004,112999.9,117000.3,159000,25204,5.5,62.3,.0578641
"PA",1982,1.36,10.9,13651.55,53.45506,.2863962,.1,.23331,21,10.7631,.183376,6003.269,1,0,0,1819,.0001531,432,.0000364,234,126,.0002118,16,.0000269,216,80,.000343,.000127,282,.0003333,110,.00013,581.09,.0000489,1.19e+07,594999.2,629687.4,846000.8,71313,9.7,57.8,-.0358291
"PA",1983,1.32,11.8,13706.42,52.90976,.2752294,.1,.25198,21,10.7036,.176879,6080.384,1,0,0,1721,.0001447,397,.0000334,237,109,.0001892,14,.0000243,211,68,.0003417,.0001101,253,.0003037,102,.0001224,533.42,.0000449,1.19e+07,576000.3,617411.1,833001.4,72302,9.6,57.9,.0207041
"PA",1984,1.31,9.1,13987.91,54.15987,.2637362,.1,.27216,21,10.9418,.170683,6250.283,1,0,0,1727,.0001453,359,.0000302,239,110,.0001975,15,.0000269,186,73,.0003072,.0001206,236,.0002892,90,.0001103,497.13,.0000418,1.19e+07,556998.7,605374.3,815999.1,74297,7.5,59.5,.0433327
"PA",1985,1.29,8,14356.99,55.23685,.2542373,.1,.29395,21,10.9727,.166263,6363.636,1,0,0,1771,.0001494,409,.0000345,253,108,.0001996,14,.0000259,178,62,.0002999,.0001045,261,.0003291,110,.0001387,567.76,.0000479,1.19e+07,541000.9,593572.1,792999.7,75428,7.2,60.1,.0206657
"PA",1986,1.27,6.8,14713.11,56.80441,.247678,.1,.31748,21,10.7747,.161688,6476.124,1,0,0,1894,.0001592,438,.0000368,291,138,.0002518,31,.0000566,213,67,.000366,.0001151,263,.0003578,115,.0001565,618.52,.000052,1.19e+07,547999.6,582000,735000.3,77027,7,60.7,.0337199
"PA",1987,1.23,5.7,15200,57.35642,.24,.1,.3429,21,10.8076,.156139,6587.292,1,0,0,1987,.0001665,442,.000037,242,111,.0002071,18,.0000336,202,74,.0003569,.0001307,265,.0003701,113,.0001578,647.83,.0000543,1.19e+07,535998.9,566000.8,715999.5,78626,6.2,61.5,.0480365
"PA",1988,1.14,5.1,15623.68,58.54651,.2309913,.1,.37035,21,10.8076,.149836,6769.258,1,0,0,1931,.0001609,405,.0000337,252,110,.0002148,13,.0000254,215,67,.0004057,.0001264,245,.0003342,93,.0001269,574.01,.0000478,1.20e+07,511999.4,530000.5,732999.6,81238,5.5,62.3,.0433613
"RI",1982,2.09,10.2,13326.97,58.60656,.1742243,.1,.1,20,1.6954,.196667,6192.878,1,0,0,105,.0001101,36,.0000377,20,9,.0001957,4,.000087,18,10,.0003221,.0001789,18,.0002432,6,.0000811,31.8,.0000333,953999.1,46000.04,55891.46,74000.07,5908,9.7,57.8,-.025727
"RI",1983,2.13,8.3,13759.17,59.18367,.1674312,.1,.1,20,1.6946,.1904,6290.825,1,0,0,100,.0001046,26,.0000272,22,6,.0001364,0,0,12,3,.0002186,.0000547,16,.0002162,7,.0000946,27.53,.0000288,955995.5,43999.88,54892.11,74000.08,6014,9.6,57.9,.0459322
"RI",1984,2.06,5.3,14312.09,62.5337,.1604396,.1,.1,20.5,1.4709,.181669,5509.383,1,0,0,79,.0000821,24,.0000249,17,5,.0001163,1,.0000233,10,5,.0001855,.0000927,16,.0002222,5,.0000694,24.6,.0000256,961995.1,43000.03,53910.63,72000.07,5300,7.5,59.5,.0740321
"RI",1985,2.07,4.9,14595.34,63.63636,.154661,.1,.1,21,1.6787,.177523,6015.479,1,0,0,109,.0001126,32,.0000331,17,9,.0002143,1,.0000238,13,7,.0002455,.0001322,28,.0004,13,.0001857,30.7,.0000317,968002.7,41999.95,52946.7,70000,5823,7.2,60.1,.0415732
"RI",1986,1.87,4,15109.39,64.72148,.1506708,.1,.1,21,1.756,.172161,6064.592,1,0,0,124,.0001272,25,.0000256,17,7,.0001591,1,.0000227,17,3,.0003269,.0000577,14,.0002222,4,.0000635,47.14,.0000484,975003.8,43999.98,52000,63000.06,5913,7,60.7,.0610067
"RI",1987,1.88,3.8,15633,65.48557,.146,.1,.1,21,1.7444,.167711,6088.211,1,0,0,113,.0001146,31,.0000314,23,5,.0001163,1,.0000233,15,4,.0002941,.0000784,24,.0003934,13,.0002131,42.55,.0000432,986003.9,43000.03,50999.94,60999.94,6003,6.2,61.5,.0535684
"RI",1988,1.93,3.1,16257.94,66.27605,.1405197,.1,.1,21,1.7444,.158109,5894.251,1,0,0,125,.0001259,30,.0000302,21,8,.0001951,3,.0000732,13,8,.0002826,.0001739,13,.0002,8,.0001231,37.5,.0000378,993001.4,40999.99,45999.95,65000,5853,5.5,62.3,.0419318
